Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill,Title,Professor,Professor Google Scholar Citations,Description
Interactive proof systems,"Students will develop the skill of designing and analyzing interactive proof systems, which are used to verify the correctness of computations.","6.5400[J] Theory of Computation
",1,Fall 2023,Interactive proof systems,"6.5400[J] Theory of Computation
", ,0,"()
(Same subject as 18.4041[J])(Subject meets with 18.404)
Prereq: 6.1200 or 18.200
Units: 4-0-8
Lecture: TR2.30-4 (34-101) Recitation: F10 (4-261) or F11 (4-261) or F12 (4-257) or F1 (4-257) or F2 (4-145) or F3 (4-145) +final

A more extensive and theoretical treatment of the material in 6.1400J/18.400J, emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems. Students in Course 18 must register for the undergraduate version, 18.404.
M. SipserTextbooks (Fall 2023)"
Problem-solving,Students will develop advanced problem-solving skills as they study and analyze complex computational complexity theory topics.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Problem-solving,"6.5410[J] Advanced Complexity Theory
", ,0,"()
(Same subject as 18.405[J])
Prereq: 18.404
Units: 3-0-9

Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.
R. Williams"
Logical reasoning,Students will learn how to apply logical reasoning to solve complex computational problems and analyze computational models.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Reasoning,"6.5410[J] Advanced Complexity Theory
", ,0,"()
(Same subject as 18.405[J])
Prereq: 18.404
Units: 3-0-9

Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.
R. Williams"
Algorithm design,Students will gain proficiency in designing algorithms to solve computational complexity problems.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Algorithm Design and Analysis,"6.5410[J] Advanced Complexity Theory
", ,0,"()
(Same subject as 18.405[J])
Prereq: 18.404
Units: 3-0-9

Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.
R. Williams"
Mathematical modeling,Students will learn how to use mathematical models to analyze and understand computational complexity.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Modeling,"6.5410[J] Advanced Complexity Theory
", ,0,"()
(Same subject as 18.405[J])
Prereq: 18.404
Units: 3-0-9

Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.
R. Williams"
Critical thinking,Students will enhance their critical thinking skills as they evaluate and analyze different computational complexity theories and concepts.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Cognitive Thinking,"6.5410[J] Advanced Complexity Theory
", ,0,"()
(Same subject as 18.405[J])
Prereq: 18.404
Units: 3-0-9

Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.
R. Williams"
Probabilistic proofs,"Students will learn how to construct and analyze probabilistic proofs, which involve using randomness to prove the correctness of algorithms or mathematical statements.","6.5420 Randomness and Computation
",1,Fall 2023,Probabilistic Concepts,"6.5420 Randomness and Computation
", ,0,"()
Prereq: 6.1220 and 18.4041
Units: 3-0-9

The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization.
R. Rubinfeld"
Uniform generation and approximate counting,Students will gain proficiency in generating random samples from a given distribution and estimating the size of a set or the probability of an event using random sampling techniques.,"6.5420 Randomness and Computation
",1,Fall 2023,Uniform generation and approximate counting,"6.5420 Randomness and Computation
", ,0,"()
Prereq: 6.1220 and 18.4041
Units: 3-0-9

The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization.
R. Rubinfeld"
Fourier analysis of Boolean functions,"Students will learn how to analyze Boolean functions using Fourier analysis, which involves decomposing a function into a sum of simpler functions and studying their properties.","6.5420 Randomness and Computation
",1,Fall 2023,,"6.5420 Randomness and Computation
", ,0,"()
Prereq: 6.1220 and 18.4041
Units: 3-0-9

The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization.
R. Rubinfeld"
Computational learning theory,"Students will develop skills in understanding and applying computational learning theory, which deals with the design and analysis of algorithms that learn from data.","6.5420 Randomness and Computation
",1,Fall 2023,Computational learning theory,"6.5420 Randomness and Computation
", ,0,"()
Prereq: 6.1220 and 18.4041
Units: 3-0-9

The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization.
R. Rubinfeld"
Pseudorandom generators,"Students will learn about pseudorandom generators, which are algorithms that generate sequences of numbers that appear random but are actually deterministic.","6.5420 Randomness and Computation
",1,Fall 2023,Pseudorandom generators,"6.5420 Randomness and Computation
", ,0,"()
Prereq: 6.1220 and 18.4041
Units: 3-0-9

The power and sources of randomness in computation. Connections and applications to computational complexity, computational learning theory, cryptography and combinatorics. Topics include: probabilistic proofs, uniform generation and approximate counting, Fourier analysis of Boolean functions, computational learning theory, expander graphs, pseudorandom generators, derandomization.
R. Rubinfeld"
Quantum computing,"Students will gain proficiency in understanding and working with quantum computers, including their capabilities and limitations.","6.5430 Quantum Complexity Theory
",1,Fall 2023,Quantum computing,"6.5430 Quantum Complexity Theory
", ,0,"()
Prereq: 6.1400, 18.4041, and 18.435
Units: 3-0-9

Introduction to quantum computational complexity theory, the study of the fundamental capabilities and limitations of quantum computers. Topics include complexity classes, lower bounds, communication complexity, proofs and advice, and interactive proof systems in the quantum world; classical simulation of quantum circuits. The objective is to bring students to the research frontier.
Staff

Security & Cryptography"
